iter	MAE	RMSE
581	921.4990817	1200.835196
582	920.7272563	1199.560418
583	920.0912494	1198.773313
584	919.3250323	1197.515785
585	918.4136622	1196.629472
586	917.6539333	1195.388504
587	917.0068011	1194.67394
588	916.347475	1193.966342
589	915.9254782	1193.317626
590	915.342927	1192.667413
591	914.7106717	1191.889938
592	914.4126448	1191.38245
593	913.944375	1190.923877
594	913.2737588	1190.209535
595	912.9417847	1189.805105
596	911.815772	1188.743737
597	911.235343	1188.109676
598	910.5668888	1187.397849
599	909.983093	1186.648918
600	909.2878845	1185.83622
601	908.1754173	1184.97005
602	907.5224583	1184.436838
603	906.9545405	1183.673578
604	906.3899772	1182.894877
605	905.7532607	1182.204266
606	905.130598	1181.553409
607	904.2750764	1180.883862
608	903.6406777	1180.233042
609	903.1397232	1179.579912
610	902.3725096	1178.960981
611	901.6139349	1177.722669
612	900.8621702	1176.501518
613	900.3424242	1175.963547
614	899.5851218	1174.756884
615	898.8336619	1173.968405
616	898.0966541	1172.785851
617	897.4840288	1172.05298
618	896.9691177	1171.528167
619	896.3017506	1170.853011
620	895.7420308	1170.143172
621	895.2210685	1169.635063
622	894.6225477	1169.117404
623	894.1287703	1168.492918
624	893.5006555	1167.862337
625	892.8500085	1167.083234
626	892.4751474	1166.475137
627	891.8702074	1165.85931
628	891.2707624	1165.253736
629	890.6213788	1164.740717
630	889.7422998	1163.893734
631	888.7635336	1162.934527
632	888.0268856	1161.765517
633	887.6597243	1161.179684
634	886.9507672	1160.327649
635	886.1579216	1159.491192
636	885.6710565	1158.907995
637	884.9741403	1158.080022
638	884.5061227	1157.493744
639	883.0385269	1154.807784
640	882.4116204	1154.298582
641	881.9229626	1153.8236
642	881.3419722	1153.161725
643	880.8181281	1152.498642
644	880.3464135	1151.94551
645	879.9810917	1151.061551
646	879.2425441	1150.359517
647	878.6955772	1149.607859
648	878.1946227	1149.035172
649	877.7371431	1148.425716
650	877.1571911	1147.844742
651	876.6839792	1147.396796
652	876.1243745	1146.778765
653	874.8925768	1145.533393
654	874.1711249	1144.382364
655	873.6525898	1143.765144
656	873.0313285	1143.265466
657	872.5844928	1142.725259
658	871.3715772	1140.032719
659	870.6661471	1138.895044
660	869.823173	1138.090525
661	869.2682799	1137.476529
662	868.7170802	1136.871372
663	868.115657	1136.342823
664	867.4068362	1135.217527
665	866.9565836	1134.439777
666	866.4528688	1133.852062
667	865.9524911	1133.272902
668	865.2490901	1132.16386
669	864.5514276	1131.070268
670	863.9391821	1130.579527
671	863.4124317	1130.115627
672	862.7757291	1129.393931
673	862.4041182	1128.905609
674	861.8346452	1128.346287
675	861.1350423	1127.417597
676	859.7198354	1124.783377
677	859.1853625	1124.06135
678	858.0390457	1122.742135
679	857.4864341	1122.217106
680	857.1169237	1121.684946
681	855.6053284	1118.62624
682	855.0026742	1117.932402
683	854.4170329	1117.255845
684	853.8181905	1116.774877
685	852.9833832	1115.97706
686	852.3142282	1114.900405
687	851.835473	1114.303434
688	851.1212987	1113.624775
689	850.5311533	1113.164921
690	850.0505888	1112.602306
691	849.5730779	1112.047879
692	848.5950921	1110.935014
693	848.1207915	1110.388136
694	847.6495213	1109.849209
695	846.8319316	1109.081876
696	846.2516586	1108.637958
697	845.4292985	1107.728064
698	844.9037625	1107.033346
699	844.0984279	1106.283474
700	843.7258878	1105.866018
701	842.9431913	1105.262942
702	841.7501208	1102.703031
703	841.295511	1102.218596
704	840.7854276	1101.768921
705	840.1212969	1100.696942
706	839.6651524	1100.282202
707	839.1617061	1099.748969
708	838.5899217	1099.164875
709	837.9898083	1098.59692
710	837.3304744	1097.538016
711	836.67624	1096.493781
712	836.2176465	1095.977262
713	835.7210185	1095.458641
714	835.3904692	1094.884849
715	834.7004021	1094.123902
716	834.1850799	1093.162902
717	833.5412134	1092.144265
718	832.9023146	1091.139756
719	832.4510556	1090.636351
720	832.0400408	1090.117645
721	831.4049221	1089.127025
722	830.855975	1088.528639
723	830.2296812	1087.557769
724	829.0498464	1085.004592
725	828.6070162	1084.515396
726	827.986302	1083.555463
727	827.4101811	1082.853704
728	826.9698725	1082.341183
729	826.3544294	1081.969096
730	825.8825075	1081.548676
731	825.356344	1080.976943
732	824.8059781	1080.372678
733	824.1936517	1079.4308
734	823.7577088	1078.927406
735	823.2318923	1078.333171
736	822.694038	1077.815771
737	822.1751685	1077.267169
738	821.8310454	1076.941587
739	821.227785	1076.020554
740	820.7555018	1075.456259
741	820.3154317	1075.047543
742	819.5407842	1074.322891
743	819.060303	1073.812448
744	818.331966	1073.099181
745	817.8551225	1072.676169
746	817.43203	1072.222242
747	816.8373505	1071.318329
748	816.154802	1070.594199
749	815.8861131	1070.279073
750	814.4073695	1067.219198
751	813.8635914	1066.652205
752	813.1158481	1065.963227
753	812.9743892	1065.661934
754	812.6025908	1065.261558
755	812.227423	1064.930313
756	811.8588884	1064.535935
757	811.4074967	1064.093029
758	810.817618	1063.544574
759	810.4310167	1063.11179
760	809.6926624	1062.441563
761	809.2730979	1062.068236
762	808.6870691	1061.177092
763	808.3170071	1060.734498
764	808.0525406	1060.35252
765	807.6376198	1059.933503
766	807.2001043	1059.510771
767	806.840691	1059.144619
768	805.9466885	1056.741746
769	805.5142166	1056.306225
770	804.9770027	1055.850313
771	804.431625	1055.039316
772	803.8461887	1054.158774
773	803.3050743	1053.698236
774	802.9029111	1053.26756
775	802.6538602	1052.844932
776	802.2116657	1052.224298
777	801.6299781	1051.354935
778	800.9393454	1050.327581
779	800.7713444	1050.040244
780	800.5163656	1049.568755
781	800.0588905	1049.100226
782	799.6084206	1048.700706
783	799.0302224	1047.841856
784	798.8751826	1047.677623
785	798.3527402	1047.079868
786	797.9590066	1046.682848
787	797.2482025	1046.083924
788	796.6775714	1045.236224
789	796.2400655	1044.848098
790	795.8468834	1044.451906
791	795.4520124	1044.026131
792	794.8424297	1043.44022
793	793.9338405	1042.533675
794	793.4127061	1042.106483
795	792.9742686	1041.754667
796	792.4687459	1041.103521
797	792.0496468	1040.262737
798	791.5168579	1039.495851
799	791.089345	1039.099405
800	790.5281532	1038.274532
801	790.1701945	1037.87035
802	789.7832515	1037.450272
803	789.2718049	1036.876484
804	788.8871264	1036.498895
805	788.3244835	1035.683939
806	787.5557948	1034.799455
807	786.9718854	1034.348249
808	786.2158224	1033.493147
809	785.7137331	1033.094751
810	785.5389868	1032.843885
811	785.0304737	1032.383056
812	783.5566582	1029.346571
813	783.0646723	1028.97366
814	782.6885762	1028.627695
815	782.1407948	1027.822757
816	781.7677869	1027.481516
817	781.4685914	1027.148249
818	780.9366108	1026.48661
819	780.4297884	1025.916185
820	779.4366843	1024.265866
821	778.9354127	1023.707247
822	778.7241305	1023.255415
823	777.8336509	1022.377806
824	776.9361078	1021.481555
825	776.4710155	1020.859833
826	775.9303398	1020.06726
827	775.5586777	1019.674212
828	775.0348451	1019.20008
829	774.6618204	1018.835576
830	773.8006498	1016.580377
831	773.3433755	1016.209519
832	772.9199237	1015.806964
833	772.594414	1015.410128
834	772.2343674	1015.125018
835	771.7414342	1014.68215
836	771.3432293	1014.381884
837	771.0049924	1013.998775
838	770.1274239	1013.13467
839	769.0140773	1010.655957
840	768.4983236	1010.065919
841	767.994312	1009.603203
842	767.6062255	1009.309726
843	767.4062932	1008.872705
844	767.1865826	1008.584273
845	766.7405165	1008.185256
846	766.2462605	1007.650087
847	765.9567036	1007.285655
848	765.6906845	1007.002139
849	764.7203862	1004.6628
850	764.1626488	1004.146663
851	762.7642216	1001.217982
852	762.1810461	1000.593259
853	761.7461177	1000.210075
854	761.4177203	999.8373743
855	761.2570064	999.6658511
856	760.8514902	999.1934441
857	760.5129482	998.500337
858	759.8685494	997.848826
859	759.2926979	997.2378482
860	758.8524508	996.8090692
861	757.9449326	995.1575923
862	757.6467555	994.7753086
863	756.7938684	993.9428255
864	756.2542789	993.3262868
865	755.7465539	992.6424197
866	755.303444	991.8254901
867	754.8931641	991.4466957
868	754.6347119	991.1931589
869	754.3138241	990.9294438
870	753.9605034	990.5943162
871	753.0207652	988.3278968
872	752.0896918	986.0907489
873	751.4215364	985.3833291
874	750.8222268	984.9411652
875	750.543726	984.6107032
876	749.7029011	983.7898852
877	749.3577892	983.4856477
878	749.0164766	983.2244287
879	748.4895573	982.4483046
880	747.1288043	979.6106737
881	746.7353586	979.2471909
882	746.6088556	979.036771
883	745.876674	977.6881552
884	745.483547	977.3321933
885	744.9021886	976.7756918
886	744.5379688	976.5103881
887	743.1972268	973.7295102
888	742.6829801	972.9677085
889	742.3091661	972.6395864
890	741.8170983	971.9889004
891	740.9871555	971.1768298
892	740.4515465	970.6868013
893	739.8465723	969.4295466
894	739.4193257	969.1222274
895	738.9152507	968.3716244
896	738.4911773	967.9375976
897	738.0088608	967.4909676
898	737.6726168	967.1781978
899	737.4433299	966.8815089
900	736.9629922	966.2219133
901	736.6573563	965.8823171
902	736.3052128	965.6342015
903	735.8851353	965.032789
904	735.5211436	964.7133673
905	734.1979868	961.9694325
906	733.7003363	961.3831912
907	733.3591815	961.1477359
908	732.7397454	960.5077787
909	732.3799929	960.1994924
910	731.8922442	959.4748351
911	731.5309576	959.165324
912	731.2263741	958.8297403
913	730.7457366	958.1092754
914	730.4150133	957.8335168
915	730.1920441	957.5476039
916	729.3332316	956.6148113
917	728.8036602	956.1314874
918	728.4495926	955.8364445
919	727.8056808	955.2570005
920	727.3204053	954.5471818
921	726.9347209	954.1231997
922	726.5846008	953.8316988
923	726.4252229	953.6781186
924	726.0241807	953.1633896
925	725.7352597	952.9031706
926	725.4078298	952.5812674
927	725.0919343	952.3216348
928	724.272289	951.5202604
929	724.1476432	951.297391
930	723.6665894	950.6709264
931	723.3746817	950.3641704
932	722.9453233	949.9762457
933	722.633827	949.7234539
934	722.3332086	949.279363
935	721.8474346	948.5821689
936	721.4845545	948.3371787
937	721.1474206	948.0617445
938	720.6696696	947.3792327
939	719.8586222	946.5910448
940	718.5727874	944.0480756
941	718.2818419	943.8696881
942	717.5143817	943.1435769
943	717.3579341	943.0170668
944	716.4870137	940.90476
945	715.9764604	940.2694993
946	715.6708301	940.0082794
947	715.2996156	939.774048
948	714.8891604	939.506566
949	714.7047757	939.2708942
950	714.2407487	938.6009249
951	713.8465059	938.0105921
952	713.2643688	936.8205657
953	712.7597117	936.4230252
954	712.3756702	936.099402
955	711.5006339	934.0234342
956	710.6337351	931.9743328
957	710.4277338	931.7234552
958	709.843246	931.1243837
959	709.5443428	930.8881207
960	709.0903706	930.2335974
961	708.9345631	929.8017557
962	708.3569855	929.3229412
963	708.060085	929.0896515
964	707.8220344	928.8765667
965	707.5571278	928.6535825
966	707.0601244	928.0620924
967	705.7967768	925.4110318
968	705.640479	925.1826792
969	705.284966	924.3976615
970	705.0693293	924.1952008
971	704.21915	922.1893824
972	703.5650199	921.6626919
973	703.1699656	921.2875389
974	702.9768201	921.0525955
975	702.4105013	920.4689648
976	702.2604401	920.0513669
977	701.9467387	919.8091659
978	701.3078101	919.2310436
979	700.9126678	918.5673574
980	700.5724672	918.2961395
981	699.6196562	916.1340893
982	699.1621719	915.6135273
983	698.7404918	915.2331775
984	698.5476383	915.0877462
985	698.4046928	914.9354094
986	698.0249779	914.5780692
987	697.8986636	914.4468463
988	697.536197	913.6730786
989	697.2197055	913.133389
990	696.9384777	912.9164697
991	696.4068791	912.5419965
992	695.9392242	912.1524766
993	695.7903139	911.9323686
994	695.3969382	911.278573
995	695.0406739	910.7870805
996	694.6222882	910.4139032
997	693.9854401	909.8060141
998	693.4735457	909.4036954
999	692.7618495	908.6201417
